"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"USAA Amex","","03/08/2017","HOMEDEPOT.COM            800-430","Archive: Sprinkler System","Archive","Sprinkler System","Trenching Shovel",$29.91,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","HOMEDEPOT.COM            800-430","Archive: Sprinkler System","Archive","Sprinkler System","sprinkler wire",$20.47,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","SEARS.COM       09300 335ROUND R","Archive: Sprinkler System","Archive","Sprinkler System","misc tools",$17.41,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","ROCHE BROTHERS105 5429298NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.90,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.23,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.22,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"EPR Cash","","03/08/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.25,$0.00,"Cleared"
"USAA Checking","","03/08/2017","IRS  TREAS 310     TAX REF  ****","True Expenses: Taxes","True Expenses","Taxes","Split (1/2) ",$0.00,$1000.00,"Reconciled"
"USAA Checking","","03/08/2017","IRS  TREAS 310     TAX REF  ****","Extras: Disposable Income","Extras","Disposable Income","Split (2/2) ",$0.00,$2240.00,"Reconciled"
"USAA Checking","","03/07/2017","COMENITY PAY SB  WEB PYMT   ****","True Expenses: Clothing","True Expenses","Clothing","Em shopping",$77.03,$0.00,"Reconciled"
"EPR Cash","","03/07/2017","QDOBA MEXICAN GRILL 429 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.38,$0.00,"Cleared"
"EPR Cash","","03/07/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.78,$0.00,"Cleared"
"ZWR Cash","","03/07/2017","ANNA'S TAQUERIA CAMBRIDGE    MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.55,$0.00,"Cleared"
"ZWR Cash","","03/07/2017","La Verdes","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.75,$0.00,"Cleared"
"ZWR Cash","","03/07/2017","Transfer : Under Da Mattress","","","","",$0.70,$0.00,"Cleared"
"Under Da Mattress","","03/07/2017","Transfer : ZWR Cash","","","","",$0.00,$0.70,"Cleared"
"USAA Amex","","03/06/2017","AMAZON MKTPLACE PMTS     AMZN.CO","Archive: Sprinkler System","Archive","Sprinkler System","Rachio and marking paint",$228.38,$0.00,"Reconciled"
"USAA Amex","","03/06/2017","AMZ*PEACHDISH LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Reconciled"
"USAA Amex","","03/06/2017","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","Counter Composter",$45.99,$0.00,"Reconciled"
"USAA Amex","","03/06/2017","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$20.00,$0.00,"Reconciled"
"USAA Amex","","03/05/2017","AMZ*SPRINKLER WAREHO     AMZN.CO","Archive: Sprinkler System","Archive","Sprinkler System","",$804.34,$0.00,"Reconciled"
"USAA Amex","","03/05/2017","CRATE & BARREL INTRNT 914NAP","True Expenses: Gifts","True Expenses","Gifts","Jen Shower Gift",$42.45,$0.00,"Reconciled"
"EPR Cash","","03/05/2017","Body Shop Natick","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$22.31,$0.00,"Cleared"
"EPR Cash","","03/05/2017","CVS/PHARMACY #02125 00000NATICK","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$9.10,$0.00,"Cleared"
"ZWR Cash","","03/04/2017","45 COMELLAS LLC 0084     NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$40.62,$0.00,"Cleared"
"USAA Amex","","03/04/2017","TRADER JOE'S #503  QPS 50FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$27.31,$0.00,"Reconciled"
"ZWR Cash","","03/04/2017","Roberts Barber Shop","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$22.00,$0.00,"Cleared"
"EPR Cash","","03/04/2017","Vacuum Bags","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$17.98,$0.00,"Cleared"
"USAA Amex","","03/04/2017","LYFT   *RIDE FRI 5PM     SAN FRA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","Em to rest stop",$12.97,$0.00,"Reconciled"
"Under Da Mattress","","03/04/2017","Meter Change","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$3.00,$0.00,"Cleared"
"ZWR Cash","","03/04/2017","Transfer : Under Da Mattress","","","","",$0.38,$0.00,"Cleared"
"Under Da Mattress","","03/04/2017","Transfer : ZWR Cash","","","","",$0.00,$0.38,"Cleared"
"USAA Checking","","03/03/2017","GOOGLE           WALLET     ****","Archive: Sam's Bachelor","Archive","Sam's Bachelor","",$225.00,$0.00,"Reconciled"
"USAA Checking","","03/03/2017","VERIZON          PaymentREC ****","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$112.90,$0.00,"Reconciled"
"USAA Amex","","03/03/2017","STOP & SHOP #6           NAT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$79.74,$0.00,"Reconciled"
"USAA Amex","","03/03/2017","USPS PO 2450150210 001374NATICK","True Expenses: Gifts","True Expenses","Gifts","Camera to Uncle Scott",$7.15,$0.00,"Reconciled"
"USAA Amex","","03/03/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Reconciled"
"USAA Amex","","03/03/2017","AMAZON WEB SERVICES      AWS.AMA","Archive: Tech Stuff","Archive","Tech Stuff","",$0.52,$0.00,"Reconciled"
"USAA Amex","","03/02/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.27,$0.00,"Reconciled"
"EPR Cash","","03/02/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.39,$0.00,"Cleared"
"EPR Cash","","03/02/2017","adjustment","Extras: Disposable Income","Extras","Disposable Income","",$2.78,$0.00,"Cleared"
"EPR Cash","","03/02/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.75,$0.00,"Cleared"
"Under Da Mattress","","03/02/2017","Em's starting jar","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$2.24,"Cleared"
"USAA Checking","","03/02/2017","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1331.77,"Reconciled"
"USAA Checking","","03/02/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.26,"Reconciled"
"USAA Checking","","03/01/2017","JPMORGAN CHASE   CHASE ACH  ****","Immediate Obligations: Mortgage","Immediate Obligations","Mortgage","",$3171.52,$0.00,"Reconciled"
"USAA Checking","","03/01/2017","Transfer : USAA Amex","","","","",$775.33,$0.00,"Reconciled"
"USAA Amex","","03/01/2017","ROCHE BROTHERS105 5429298NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$14.59,$0.00,"Reconciled"
"EPR Cash","","03/01/2017","45 COMELLAS LLC 0084     NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.36,$0.00,"Cleared"
"EPR Cash","","03/01/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.65,$0.00,"Cleared"
"USAA Amex","","03/01/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Reconciled"
"USAA Amex","","03/01/2017","VISIT PATREON.COM/INFO   SAN FRA","Archive: WFNY Patreon","Archive","WFNY Patreon","",$5.00,$0.00,"Reconciled"
"USAA Checking","","03/01/2017","USAA Rewards Credit","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$123.00,"Reconciled"
"USAA Amex","","03/01/2017","Transfer : USAA Checking","","","","",$0.00,$775.33,"Reconciled"
"USAA Amex","","02/28/2017","SPOTIFY USA              NEW YOR","True Expenses: Streaming Music","True Expenses","Streaming Music","",$14.99,$0.00,"Reconciled"
"EPR Cash","","02/28/2017","QDOBA MEXICAN GRILL 429 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.38,$0.00,"Cleared"
"EPR Cash","","02/28/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.65,$0.00,"Cleared"
"USAA Amex","","02/28/2017","BOSE CORP CENT071712 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Reconciled"
"EPR Cash","","02/28/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.14,$0.00,"Cleared"
"USAA Amex","","02/28/2017","GOOGLE *SERVICES         855-492","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Reconciled"
"USAA Amex","","02/28/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.30,$0.00,"Reconciled"
"USAA Savings","","02/28/2017","Interest Paid","True Expenses: Buffer Fund","True Expenses","Buffer Fund","",$0.00,$1.15,"Reconciled"
"USAA Checking","","02/27/2017","VENMO            PAYMENT    ****","Archive: Vail","Archive","Vail","the meats",$151.41,$0.00,"Reconciled"
"USAA Checking","","02/27/2017","CHECK # 0000001375","True Expenses: Home Maintenance","True Expenses","Home Maintenance","Plowing",$150.00,$0.00,"Reconciled"
"USAA Checking","","02/27/2017","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Electric","Immediate Obligations","Electric","",$103.13,$0.00,"Reconciled"
"USAA Checking","","02/27/2017","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Gas","Immediate Obligations","Gas","",$95.82,$0.00,"Reconciled"
"USAA Checking","","02/27/2017","VENMO            PAYMENT    ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","dinner after CFD",$53.60,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","AMZ*PEACHDISH LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","KEURIG GREEN MOUNTAI     866-901","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$47.16,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","FRAMINGHAM GULF 000000000FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$24.75,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","STOP & SHOP #8           FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$19.79,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","NEW YORK TIMES DIGIT     800-698","True Expenses: News","True Expenses","News","",$12.50,$0.00,"Reconciled"
"USAA Amex","","02/27/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.44,$0.00,"Reconciled"
"EPR Cash","","02/27/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.03,$0.00,"Cleared"
"EPR Cash","","02/27/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.39,$0.00,"Cleared"
"USAA Amex","","02/27/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Reconciled"
"USAA Amex","","02/26/2017","HRB ONLINE TAX PRODUCT   8004725","True Expenses: Taxes","True Expenses","Taxes","",$97.73,$0.00,"Reconciled"
"USAA Amex","","02/26/2017","NIGHT SHIFT BREWING      EVERETT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$45.00,$0.00,"Reconciled"
"USAA Amex","","02/26/2017","ROCK BOTTOM BOSTON 0036  BOSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","\",$42.99,$0.00,"Reconciled"
"USAA Amex","","02/26/2017","UBER   *US FEB25 QGCHI   HELP.UB","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$18.67,$0.00,"Reconciled"
"USAA Amex","","02/26/2017","BOSTON COMMON            BOSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$18.00,$0.00,"Reconciled"
"EPR Cash","","02/26/2017","Dunkin Donuts Harvard Square","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.90,$0.00,"Cleared"
"USAA Amex","","02/25/2017","H&M #408 0000            NAT","True Expenses: Clothing","True Expenses","Clothing","",$14.98,$0.00,"Reconciled"
"EPR Cash","","02/25/2017","TARGET FRAMINGHAM 1308   FRAMING","True Expenses: Clothing","True Expenses","Clothing","",$5.98,$0.00,"Cleared"
"EPR Cash","","02/25/2017","Happy Corner Natick Mall","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.50,$0.00,"Cleared"
"EPR Cash","","02/25/2017","Sephora","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$1.47,$0.00,"Cleared"
"EPR Cash","","02/25/2017","DSW SHOPPERS WORLD 000029FRAMING","True Expenses: Clothing","True Expenses","Clothing","",$1.22,$0.00,"Cleared"
"USAA Checking","","02/24/2017","GOOGLE           WALLET     ****","Archive: Garth's Bachelor","Archive","Garth's Bachelor","pizza tour settle up - sam",$95.87,$0.00,"Reconciled"
"USAA Amex","","02/24/2017","MINADO-NATICK            NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$45.46,$0.00,"Reconciled"
"USAA Amex","","02/24/2017","MINADO-NATICK            NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$43.45,$0.00,"Reconciled"
"USAA Amex","","02/24/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.83,$0.00,"Reconciled"
"EPR Cash","","02/24/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.53,$0.00,"Cleared"
"USAA Amex","","02/24/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.45,$0.00,"Reconciled"
"EPR Cash","","02/24/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.25,$0.00,"Cleared"
"USAA Checking","","02/24/2017","GOOGLE           WALLET     ****","Archive: Garth's Bachelor","Archive","Garth's Bachelor","pizza tour settle up - paul",$2.02,$0.00,"Reconciled"
"USAA Checking","","02/24/2017","Interest Paid","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$0.15,"Reconciled"
"USAA Checking","","02/24/2017","ATM Surcharge Rebate","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$15.00,"Reconciled"
"USAA Amex","","02/23/2017","Amazon.com               Amzn.co","True Expenses: Gifts","True Expenses","Gifts","Grandpa get well gift",$25.47,$0.00,"Reconciled"
"USAA Amex","","02/23/2017","91232 - TECHNOLOGY SQUARECAMBRID","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$22.00,$0.00,"Reconciled"
"USAA Amex","","02/23/2017","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$10.00,$0.00,"Reconciled"
"EPR Cash","","02/23/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.38,$0.00,"Cleared"
"USAA Amex","","02/23/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.89,$0.00,"Reconciled"
"USAA Checking","","02/23/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.27,"Reconciled"
"USAA Amex","","02/22/2017","OWEN OLEARYS 650000008724SOUTHBO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$41.07,$0.00,"Reconciled"
"USAA Amex","","02/22/2017","Netflix.com              netflix","Archive: Netflix","Archive","Netflix","",$9.99,$0.00,"Reconciled"
"USAA Amex","","02/22/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.29,$0.00,"Reconciled"
"EPR Cash","","02/22/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.76,$0.00,"Cleared"
"USAA Amex","","02/22/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.50,$0.00,"Reconciled"
